epoch,char_1_accuracy,char_1_loss,char_2_accuracy,char_2_loss,char_3_accuracy,char_3_loss,char_4_accuracy,char_4_loss,char_5_accuracy,char_5_loss,char_6_accuracy,char_6_loss,loss,val_char_1_accuracy,val_char_1_loss,val_char_2_accuracy,val_char_2_loss,val_char_3_accuracy,val_char_3_loss,val_char_4_accuracy,val_char_4_loss,val_char_5_accuracy,val_char_5_loss,val_char_6_accuracy,val_char_6_loss,val_loss
0,0.03750000149011612,3.8618807792663574,0.02968749962747097,3.822594165802002,0.04765624925494194,3.8183257579803467,0.03437500074505806,3.82721209526062,0.04062499850988388,3.806199550628662,0.04843749850988388,3.8138136863708496,22.950023651123047,0.015625,68.60562133789062,0.015625,99.06720733642578,0.03125,101.50604248046875,0.078125,68.5689697265625,0.0390625,63.50727844238281,0.0390625,72.83019256591797,474.0853271484375
1,0.05546874925494194,3.525813341140747,0.0703125,3.4279263019561768,0.05624999850988388,3.4955646991729736,0.06171875074505806,3.488450288772583,0.04765624925494194,3.5147335529327393,0.08906249701976776,3.4173693656921387,20.869855880737305,0.03125,5.4797821044921875,0.015625,6.221096992492676,0.03125,4.9928154945373535,0.0703125,5.494089603424072,0.0234375,5.812178611755371,0.078125,5.562230110168457,33.562191009521484
2,0.09140624850988388,3.3151798248291016,0.11249999701976776,3.2628166675567627,0.09843750298023224,3.313291549682617,0.07656250149011612,3.341878890991211,0.08828125149011612,3.375811815261841,0.1484375,3.1000845432281494,19.709064483642578,0.0390625,3.8809399604797363,0.03125,4.374554634094238,0.046875,4.086698532104492,0.03125,3.9590368270874023,0.0390625,4.464085102081299,0.0625,3.8779101371765137,24.643226623535156
3,0.17265625298023224,2.913750171661377,0.17343750596046448,3.0100090503692627,0.13593749701976776,3.099924325942993,0.13750000298023224,3.122223138809204,0.13671875,3.1223905086517334,0.23906250298023224,2.6111910343170166,17.87948989868164,0.015625,4.172135353088379,0.03125,4.323611259460449,0.03125,4.259434700012207,0.0078125,4.43002986907959,0.0390625,4.108188629150391,0.0625,4.620387077331543,25.913787841796875
4,0.3335937559604645,2.2970147132873535,0.23749999701976776,2.6687495708465576,0.19765624403953552,2.805471420288086,0.19140625,2.8292646408081055,0.20234374701976776,2.758206367492676,0.35078126192092896,2.189161777496338,15.547868728637695,0.0390625,4.694797515869141,0.0390625,4.6342291831970215,0.03125,4.335630893707275,0.0390625,4.552925109863281,0.0390625,4.747152805328369,0.0078125,5.822339057922363,28.787071228027344
5,0.49609375,1.6365073919296265,0.34453123807907104,2.163046360015869,0.2906250059604645,2.412911891937256,0.31171876192092896,2.3667664527893066,0.3218750059604645,2.318788766860962,0.4703125059604645,1.715222954750061,12.613243103027344,0.1171875,4.489446640014648,0.0390625,4.371454238891602,0.03125,4.643312454223633,0.0390625,4.6977739334106445,0.015625,4.658769607543945,0.03125,4.549368858337402,27.410125732421875
